timestamp	prediction_convnet	prediction_tf	entry_price	next_price	convnet_result	tf_result	winner_label	open	high	low	close	volume	volatility	priceChange	candleSize	priceChangePct	timestamp_extra
1758090660000	bull	idle	98740.9	98775.1	win	loss	strong_bull	98778.2	98778.2	98740.9	98740.9	0.01432133	1758090660000
1758090720000	bull	idle	98775.1	98775.1	loss	loss	strong_bull	98740.9	98775.1	98740.9	98775.1	0.01943086	1758090720000
1758090780000	bull	idle	98775.1	98785.2	win	loss	strong_bull	98775.1	98775.1	98775.1	98775.1	0.00147873	1758090780000
1758090840000	bull	idle	98775.1	98774.8	loss	loss	strong_bull	98775.1	98775.1	98775	98775.1	0.17227053	1758090840000
1758090900000	bull	idle	98785.2	98785.2	loss	loss	strong_bull	98775	98785.2	98761.9	98785.2	0.07956012	1758090900000
1758090960000	bull	idle	98774.8	98785.1	win	loss	strong_bull	98785.2	98785.2	98774.8	98774.8	0.01374728	1758090960000
1758091020000	bull	idle	98785.2	98785.2	loss	loss	strong_bull	98774.9	98785.2	98774.9	98785.2	0.0292415	1758091020000
1758091080000	bull	idle	98785.1	98825	win	loss	strong_bull	98785.2	98785.2	98785.1	98785.1	0.03057965	1758091080000
1758091140000	bull	idle	98785.2	98851	win	loss	strong_bull	98785.2	98785.2	98785.1	98785.2	1.4203649	1758091140000
1758091200000	bull	idle	98825	98851	win	loss	strong_bull	98785.2	98825	98785.2	98825	0.59285636	1758091200000
1758091260000	bull	idle	98851	98872.5	win	loss	strong_bull	98825	98851	98824.9	98851	0.16704386	1758091260000
1758091320000	bull	idle	98851	98872.6	win	loss	strong_bull	98851	98851	98850.9	98851	0.04399163	1758091320000
1758091380000	bull	idle	98872.5	98829	loss	loss	strong_bull	98851	98883.9	98851	98872.5	0.03681154	1758091380000
1758091440000	bull	idle	98872.6	98785.1	loss	loss	strong_bull	98872.6	98872.6	98872.5	98872.6	0.0194962	1758091440000
1758091500000	bull	idle	98829	98785.2	loss	loss	strong_bull	98872.6	98883.9	98828.9	98829	0.09429046	1758091500000
1758091560000	bull	idle	98785.1	98793.4	win	loss	strong_bull	98829	98845.7	98764.1	98785.1	3.13233107	1758091560000
1758091620000	bull	idle	98785.2	98816	win	loss	strong_bull	98785.1	98799.1	98776.4	98785.2	0.07137022	1758091620000
1758091680000	bull	idle	98793.4	98804.8	win	loss	strong_bull	98785.8	98793.4	98766.6	98793.4	0.08710252	1758091680000
1758091740000	bull	idle	98816	98833.5	win	loss	strong_bull	98793.4	98816.2	98793.3	98816	0.1278136	1758091740000
1758091800000	bull	idle	98804.8	98839.9	win	loss	strong_bull	98807.3	98807.3	98793.4	98804.8	0.21142041	1758091800000
1758091860000	bull	idle	98833.5	98839.9	win	loss	strong_bull	98804.8	98839	98804.7	98833.5	0.0723892	1758091860000
1758091920000	bull	idle	98839.9	98850	win	loss	strong_bull	98832.8	98850	98828.8	98839.9	0.02728737	1758091920000
1758091980000	bull	idle	98839.9	98869	win	loss	strong_bull	98839.9	98839.9	98839.8	98839.9	0.0166916	1758091980000
1758092040000	bull	idle	98850	98883.8	win	loss	strong_bull	98839.9	98850	98839.9	98850	0.14981257	1758092040000
1758092100000	bull	idle	98869	98883.8	win	loss	strong_bull	98850	98869	98850	98869	0.3876894	1758092100000
1758092160000	bull	idle	98883.8	98898.7	win	loss	strong_bull	98869	98883.9	98869	98883.8	0.10930266	1758092160000
1758092220000	bull	idle	98883.8	98901.9	win	loss	strong_bull	98883.9	98887.3	98883.8	98883.8	0.21248492	1758092220000
1758092280000	bull	idle	98898.7	98898.8	win	loss	strong_bull	98883.9	98900	98883.9	98898.7	0.21528263	1758092280000
1758092340000	bull	idle	98901.9	98900.6	loss	loss	strong_bull	98899.2	98902	98899.1	98901.9	0.06471569	1758092340000
1758092400000	bull	idle	98898.8	98902	win	loss	strong_bull	98902	98902	98898.8	98898.8	0.09975494	1758092400000
1758092460000	bull	idle	98900.6	98902	win	loss	strong_bull	98898.8	98900.6	98898.8	98900.6	0.00438951	1758092460000
1758092520000	bull	idle	98902	98902	loss	loss	strong_bull	98900.6	98902	98900.6	98902	0.03321947	1758092520000
1758092580000	bull	idle	98902	98902	loss	loss	strong_bull	98902	98902	98901.9	98902	0.05584735	1758092580000
1758092640000	bull	idle	98902	98902	loss	loss	strong_bull	98902	98902	98901.9	98902	0.02124183	1758092640000
1758092700000	bull	idle	98902	98902	loss	loss	strong_bull	98901.9	98902	98901.9	98902	0.00662858	1758092700000
1758092760000	bull	idle	98902	98902	loss	loss	strong_bull	98902	98902	98902	98902	0.00505342	1758092760000
1758092820000	bull	idle	98902	98902.7	win	loss	strong_bull	98902	98902	98901.9	98902	0.06407453	1758092820000
1758092880000	bull	idle	98902	98902.6	win	loss	strong_bull	98902	98902	98901.9	98902	0.08122579	1758092880000
1758092940000	bull	idle	98902.7	98938.7	win	loss	strong_bull	98902	98902.7	98902	98902.7	0.15860752	1758092940000
1758093000000	bull	idle	98902.6	98938.6	win	loss	strong_bull	98902.7	98902.7	98902.6	98902.6	0.11402817	1758093000000
1758093060000	bull	idle	98938.7	98927.7	loss	loss	strong_bull	98902.7	98938.7	98902.6	98938.7	0.32285503	1758093060000
1758093120000	bull	idle	98938.6	98931.6	loss	loss	strong_bull	98938.7	98938.7	98938.6	98938.6	0.04136589	1758093120000
1758093180000	bull	idle	98927.7	98986.5	win	loss	strong_bull	98938.1	98938.1	98917.2	98927.7	0.1295275	1758093180000
1758093240000	bull	idle	98931.6	98962.7	win	loss	strong_bull	98927.7	98931.6	98927.6	98931.6	0.21301714	1758093240000
1758093300000	bull	idle	98986.5	98962.7	loss	loss	strong_bull	98931.6	98987.4	98931.6	98986.5	1.08273112	1758093300000
1758093360000	bull	idle	98962.7	98962.7	loss	loss	strong_bull	98986.5	98986.5	98962.7	98962.7	0.17754313	1758093360000
1758093420000	bull	idle	98962.7	98962.7	loss	loss	strong_bull	98962.7	98962.7	98962.7	98962.7	0.01978925	1758093420000
1758093480000	bull	idle	98962.7	98991.4	win	loss	strong_bull	98962.6	98962.7	98962.6	98962.7	0.43095394	1758093480000
1758093540000	bull	idle	98962.7	98991.4	win	loss	strong_bull	98962.6	98962.7	98962.6	98962.7	0.05522992	1758093540000
1758093600000	bull	idle	98991.4	99000	win	loss	strong_bull	98962.7	98991.4	98962.7	98991.4	0.88860489	1758093600000
1758093660000	bull	idle	98991.4	99000	win	loss	strong_bull	98991.4	98991.4	98991.3	98991.4	0.02508864	1758093660000
1758093720000	bull	idle	99000	99000	loss	loss	strong_bull	98991.4	99000	98991.3	99000	3.8359478	1758093720000
1758093780000	bull	idle	99000	99000.1	win	loss	strong_bull	99000	99000	98999.9	99000	0.94386319	1758093780000
1758093840000	bull	idle	99000	99013.2	win	loss	strong_bull	99000	99000	98999.9	99000	0.03425244	1758093840000
1758093900000	bull	idle	99000.1	98965.4	loss	loss	strong_bull	99000	99008.7	98999.9	99000.1	3.99489874	1758093900000
1758093960000	bull	idle	99013.2	98990	loss	loss	strong_bull	99000.1	99032.2	99000.1	99013.2	0.01234087	1758093960000
1758094020000	bull	idle	98965.4	99019.8	win	loss	strong_bull	99013.3	99013.3	98964	98965.4	0.03020103	1758094020000
1758094080000	bull	idle	98990	99015.1	win	loss	strong_bull	98965	98992.7	98965	98990	0.03771473	1758094080000
1758094140000	bull	idle	99019.8	99031.2	win	loss	strong_bull	98990	99032.2	98990	99019.8	0.18537084	1758094140000
1758094200000	bull	idle	99015.1	99021.7	win	loss	strong_bull	99019.8	99019.8	99012.2	99015.1	0.00067672	1758094200000
1758094260000	bull	idle	99031.2	98986.1	loss	loss	strong_bull	99014.8	99032.1	99014.8	99031.2	0.02528796	1758094260000
1758094320000	bull	idle	99021.7	98999.5	loss	loss	strong_bull	99016.7	99021.7	99016.7	99021.7	0.0313031	1758094320000
1758094380000	bull	idle	98986.1	98999.5	win	loss	strong_bull	98986.1	98986.1	98986.1	98986.1	0.00468497	1758094380000
1758094440000	bull	idle	98999.5	98999.4	loss	loss	strong_bull	98998.3	98999.5	98998.3	98999.5	0.01381197	1758094440000
1758094500000	bull	idle	98999.5	99021.6	win	loss	strong_bull	98999.4	98999.5	98999.4	98999.5	0.00080609	1758094500000
1758094560000	bull	idle	98999.4	99032.6	win	loss	strong_bull	98999.5	99008.7	98999.4	98999.4	1.40100971	1758094560000
1758094620000	bull	idle	99021.6	99002.1	loss	loss	strong_bull	98999.5	99021.6	98999.4	99021.6	0.0059163	1758094620000
1758094680000	bull	idle	99032.6	98999.5	loss	loss	strong_bull	99032.6	99032.6	99032.6	99032.6	0.00502805	1758094680000
1758094740000	bull	idle	99002.1	98992.8	loss	loss	strong_bull	99002.1	99002.1	99002.1	99002.1	0	1758094740000
1758094800000	bull	idle	98999.5	98991.6	loss	loss	strong_bull	98999.4	98999.5	98999.4	98999.5	0.11831194	1758094800000
1758094860000	bull	idle	98992.8	98993.1	win	loss	strong_bull	98995.6	98995.7	98992.8	98992.8	0.00488748	1758094860000
1758094920000	bull	idle	98991.6	98987	loss	loss	strong_bull	98991.5	98991.6	98991.5	98991.6	0.01417682	1758094920000
1758094980000	bull	idle	98993.1	98969.8	loss	loss	strong_bull	98985.7	98993.2	98985.7	98993.1	0.10539744	1758094980000
1758095040000	bull	idle	98987	98971	loss	loss	strong_bull	98987.1	98987.1	98987	98987	0.01407554	1758095040000
1758095100000	bull	idle	98969.8	99003.2	win	loss	strong_bull	98970.1	98971.4	98960.1	98969.8	0.86662042	1758095100000
1758095160000	bull	idle	98971	98996.6	win	loss	strong_bull	98970.2	98971.1	98970.2	98971	0.00203777	1758095160000
1758095220000	bull	idle	99003.2	98990.2	loss	loss	strong_bull	98970.2	99003.4	98950.1	99003.2	0.69500478	1758095220000
1758095280000	bull	idle	98996.6	99001.2	win	loss	strong_bull	98996.4	99003.2	98985.6	98996.6	0.03726041	1758095280000
1758095340000	bull	idle	98990.2	99001.3	win	loss	strong_bull	98995.7	98996	98990.1	98990.2	0.01859047	1758095340000
1758095400000	bull	idle	99001.2	98997.2	loss	loss	strong_bull	99001.2	99001.2	99001.2	99001.2	0.0396175	1758095400000
1758095460000	bull	idle	99001.3	98990.1	loss	loss	strong_bull	99014.9	99014.9	99001.3	99001.3	0.53376514	1758095460000
1758095520000	bull	idle	98997.2	98990	loss	loss	strong_bull	99001.3	99001.3	98994.7	98997.2	0.0041882	1758095520000
1758095580000	bull	idle	98990.1	98999.4	win	loss	strong_bull	98997.2	98997.2	98990	98990.1	0.05256981	1758095580000
1758095640000	bull	idle	98990	99001.1	win	loss	strong_bull	98990.1	98990.1	98990	98990	0.00987896	1758095640000
1758095700000	bull	idle	98999.4	98985.8	loss	loss	strong_bull	98990.1	98999.4	98990	98999.4	0.59617903	1758095700000
1758095760000	bull	idle	99001.1	98985.6	loss	loss	strong_bull	99000	99001.3	99000	99001.1	0.02762235	1758095760000
1758095820000	bull	idle	98985.8	98980	loss	loss	strong_bull	98970.1	98989.2	98963	98985.8	0.21130371	1758095820000
1758095880000	bull	idle	98985.6	99000	win	loss	strong_bull	98985.8	98985.8	98985.6	98985.6	0.00775115	1758095880000
1758095940000	bull	idle	98980	98992.7	win	loss	strong_bull	98981.1	98981.1	98980	98980	0.05861043	1758095940000
1758096000000	bull	idle	99000	98980	loss	loss	strong_bull	98982.6	99000.6	98982.6	99000	0.03403363	1758096000000
1758096060000	bull	idle	98992.7	98954.1	loss	loss	strong_bull	98996.1	98996.1	98992.7	98992.7	1.10434371	1758096060000
1758096120000	bull	idle	98980	98967.4	loss	loss	strong_bull	98992.8	98992.8	98980	98980	0.107916	1758096120000
1758096180000	bull	idle	98954.1	98902	loss	loss	strong_bull	98950.1	98957.4	98950.1	98954.1	0.01293204	1758096180000
1758096240000	bull	idle	98967.4	98911.4	loss	loss	strong_bull	98952.5	98967.4	98952.5	98967.4	0.26652102	1758096240000
1758096300000	bull	idle	98902	98866.5	loss	loss	strong_bull	98950.1	98950.1	98901.9	98902	0.08041266	1758096300000
1758096360000	bull	idle	98911.4	98901.7	loss	loss	strong_bull	98896.6	98911.7	98896.6	98911.4	0.00151752	1758096360000
1758096420000	bull	idle	98866.5	98904.6	win	loss	strong_bull	98911.4	98911.4	98866.5	98866.5	0.2761789	1758096420000
1758096480000	bull	idle	98901.7	98899.9	loss	loss	strong_bull	98881	98901.8	98881	98901.7	0.00411223	1758096480000
1758096540000	bull	idle	98904.6	98900.4	loss	loss	strong_bull	98904.1	98904.6	98903.5	98904.6	0.01999668	1758096540000
1758096600000	bull	idle	98899.9	98857.4	loss	loss	strong_bull	98899	98900	98899	98899.9	0.06192006	1758096600000
1758096660000	bull	idle	98900.4	98863.3	loss	loss	strong_bull	98915.6	98915.6	98887.2	98900.4	0.05809648	1758096660000
1758096720000	bull	idle	98857.4	98869.6	win	loss	strong_bull	98871.5	98871.5	98857.4	98857.4	0.01034321	1758096720000
1758096780000	bull	idle	98863.3	98850	loss	loss	strong_bull	98886.7	98886.7	98863.3	98863.3	0.00693981	1758096780000
1758096840000	bull	idle	98869.6	98849.8	loss	loss	strong_bull	98864.5	98872.4	98864.5	98869.6	0.00670586	1758096840000
1758096900000	bull	idle	98850	98848.8	loss	loss	strong_bull	98849.1	98850	98838.5	98850	0.40794146	1758096900000
1758096960000	bull	idle	98849.8	98850	win	loss	strong_bull	98850	98850	98835	98849.8	0.01900946	1758096960000
1758097020000	bull	idle	98848.8	98849.9	win	loss	strong_bull	98849.9	98849.9	98837.4	98848.8	0.59815375	1758097020000
1758097080000	bull	idle	98850	98820.6	loss	loss	strong_bull	98848.7	98850	98848.7	98850	0.00164865	1758097080000
